1494429541656,{"LABEL_STATE":"prepare"}
1494429541657,{"PARTICIPANT_ID":"p005-p1"}
1494429541657,{"LEVELS":"1,2"}
1494429541657,{"BASELINE_DURATION_IN_SEC":180}
1494429541657,{"BREAK_DURATION_IN_SEC":30}
1494429541657,{"NUMBER_OF_TRIALS_PER_LEVEL":10}
1494429541657,{"TOTAL_NUMBER_OF_TRIALS":20}
1494429541657,{"TRIAL_DURATION_IN_SEC":60}
1494429541657,{"STIMULI_DURATION_IN_MILLISEC":500}
1494429541657,{"PAUSE_BETWEEN_STIMULUS_IN_MILLISEC":2500}
1494429541658,{"NUMBER_OF_STIMULI_PER_TRIAL":20}
1494429541659,{"LABEL_STATE":"ready"}
1494429541659,{"LABEL_STATE":"start task"}
1494429541660,{"post request data":"{\"version\":1,\"time\":1494429541660,\"type\":\"TASK_START\",\"id\":10000,\"label\":10000}"}
1494429541678,{"post request response":"{message:null}\n"}
1494429581419,{"LABEL_STATE":"clicked: start button"}
1494429581420,{"LABEL_STATE":"start baseline"}
1494429581420,{"post request data":"{\"version\":1,\"time\":1494429581420,\"type\":\"BASELINE_START\",\"id\":20000,\"label\":20000}"}
1494429581464,{"post request response":"{message:null}\n"}
1494429761421,{"LABEL_STATE":"end baseline"}
1494429761422,{"post request data":"{\"version\":1,\"time\":1494429761422,\"type\":\"BASELINE_END\",\"id\":20000,\"label\":20000}"}
1494429761423,{"LABEL_STATE":"start break"}
1494429761423,{"post request data":"{\"version\":1,\"time\":1494429761423,\"type\":\"BREAK_START\",\"id\":1000,\"label\":1000}"}
1494429761468,{"post request response":"{message:null}\n"}
1494429761508,{"post request response":"{message:null}\n"}
1494429791424,{"LABEL_STATE":"end break"}
1494429791424,{"post request data":"{\"version\":1,\"time\":1494429791424,\"type\":\"BREAK_END\",\"id\":1000,\"label\":1000}"}
1494429791427,{"LABEL_STATE":"1-back (Trial 1/20)"}
1494429791427,{"post request data":"{\"version\":1,\"time\":1494429791427,\"type\":\"TRAINING_START\",\"id\":0,\"label\":1}"}
1494429791468,{"post request response":"{message:null}\n"}
1494429791509,{"post request response":"{message:null}\n"}
1494429851444,{"LABEL_STATE":"end trial"}
1494429851444,{"post request data":"{\"version\":1,\"time\":1494429851444,\"type\":\"TRAINING_END\",\"id\":0,\"label\":1}"}
1494429851445,{"LABEL_TRIAL":{"id":0,"n":1,"isLast":false,"left":0,"stimuli":[4,1,1,1,4,4,2,1,3,3,1,1,4,2,4,4,3,4,3,3],"answers":["B","N","Y","Y","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y"],"responses":["B","B","B","Y","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","B"],"accuracy":"85.00000"}}
1494429851445,{"LABEL_STATE":"start break"}
1494429851445,{"post request data":"{\"version\":1,\"time\":1494429851445,\"type\":\"BREAK_START\",\"id\":1001,\"label\":1001}"}
1494429851487,{"post request response":"{message:null}\n"}
1494429851528,{"post request response":"{message:null}\n"}
1494429881445,{"LABEL_STATE":"end break"}
1494429881446,{"post request data":"{\"version\":1,\"time\":1494429881446,\"type\":\"BREAK_END\",\"id\":1001,\"label\":1001}"}
1494429881447,{"LABEL_STATE":"2-back (Trial 2/20)"}
1494429881447,{"post request data":"{\"version\":1,\"time\":1494429881447,\"type\":\"TRAINING_START\",\"id\":1,\"label\":2}"}
1494429881490,{"post request response":"{message:null}\n"}
1494429881531,{"post request response":"{message:null}\n"}
1494429941462,{"LABEL_STATE":"end trial"}
1494429941463,{"post request data":"{\"version\":1,\"time\":1494429941463,\"type\":\"TRAINING_END\",\"id\":1,\"label\":2}"}
1494429941465,{"LABEL_TRIAL":{"id":1,"n":2,"isLast":false,"left":0,"stimuli":[3,4,3,4,3,3,1,3,1,4,2,3,2,3,2,4,2,4,4,4],"answers":["B","B","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y"],"responses":["B","B","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","B"],"accuracy":"90.00000"}}
1494429941465,{"LABEL_STATE":"start break"}
1494429941465,{"post request data":"{\"version\":1,\"time\":1494429941465,\"type\":\"BREAK_START\",\"id\":1002,\"label\":1002}"}
1494429941508,{"post request response":"{message:null}\n"}
1494429941549,{"post request response":"{message:null}\n"}
1494429971466,{"LABEL_STATE":"end break"}
1494429971466,{"post request data":"{\"version\":1,\"time\":1494429971466,\"type\":\"BREAK_END\",\"id\":1002,\"label\":1002}"}
1494429971467,{"LABEL_STATE":"1-back (Trial 3/20)"}
1494429971467,{"post request data":"{\"version\":1,\"time\":1494429971467,\"type\":\"TRAINING_START\",\"id\":2,\"label\":1}"}
1494429971510,{"post request response":"{message:null}\n"}
1494429971551,{"post request response":"{message:null}\n"}
1494430031483,{"LABEL_STATE":"end trial"}
1494430031483,{"post request data":"{\"version\":1,\"time\":1494430031483,\"type\":\"TRAINING_END\",\"id\":2,\"label\":1}"}
1494430031484,{"LABEL_TRIAL":{"id":2,"n":1,"isLast":false,"left":0,"stimuli":[4,4,2,2,1,4,2,3,1,1,4,2,4,4,1,3,3,1,1,1],"answers":["B","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","Y","Y"],"responses":["B","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","Y","B"],"accuracy":"95.00000"}}
1494430031484,{"LABEL_STATE":"start break"}
