1494608280476,{"LABEL_STATE":"prepare"}
1494608280477,{"PARTICIPANT_ID":"p006-p1"}
1494608280477,{"LEVELS":"1,2"}
1494608280477,{"BASELINE_DURATION_IN_SEC":180}
1494608280477,{"BREAK_DURATION_IN_SEC":30}
1494608280477,{"NUMBER_OF_TRIALS_PER_LEVEL":10}
1494608280477,{"TOTAL_NUMBER_OF_TRIALS":20}
1494608280477,{"TRIAL_DURATION_IN_SEC":60}
1494608280477,{"STIMULI_DURATION_IN_MILLISEC":500}
1494608280477,{"PAUSE_BETWEEN_STIMULUS_IN_MILLISEC":2500}
1494608280477,{"NUMBER_OF_STIMULI_PER_TRIAL":20}
1494608280479,{"LABEL_STATE":"ready"}
1494608280479,{"LABEL_STATE":"start task"}
1494608280480,{"post request data":"{\"version\":1,\"time\":1494608280480,\"type\":\"TASK_START\",\"id\":10000,\"label\":10000}"}
1494608280496,{"post request response":"{message:null}\n"}
1494608292016,{"LABEL_STATE":"clicked: start button"}
1494608292017,{"LABEL_STATE":"start baseline"}
1494608292017,{"post request data":"{\"version\":1,\"time\":1494608292017,\"type\":\"BASELINE_START\",\"id\":20000,\"label\":20000}"}
1494608292060,{"post request response":"{message:null}\n"}
1494608472018,{"LABEL_STATE":"end baseline"}
1494608472019,{"post request data":"{\"version\":1,\"time\":1494608472019,\"type\":\"BASELINE_END\",\"id\":20000,\"label\":20000}"}
1494608472020,{"LABEL_STATE":"start break"}
1494608472021,{"post request data":"{\"version\":1,\"time\":1494608472021,\"type\":\"BREAK_START\",\"id\":1000,\"label\":1000}"}
1494608472066,{"post request response":"{message:null}\n"}
1494608472107,{"post request response":"{message:null}\n"}
1494608502022,{"LABEL_STATE":"end break"}
1494608502022,{"post request data":"{\"version\":1,\"time\":1494608502022,\"type\":\"BREAK_END\",\"id\":1000,\"label\":1000}"}
1494608502024,{"LABEL_STATE":"1-back (Trial 1/20)"}
1494608502024,{"post request data":"{\"version\":1,\"time\":1494608502024,\"type\":\"TRAINING_START\",\"id\":0,\"label\":1}"}
1494608502065,{"post request response":"{message:null}\n"}
1494608502106,{"post request response":"{message:null}\n"}
1494608562040,{"LABEL_STATE":"end trial"}
1494608562041,{"post request data":"{\"version\":1,\"time\":1494608562041,\"type\":\"TRAINING_END\",\"id\":0,\"label\":1}"}
1494608562041,{"LABEL_TRIAL":{"id":0,"n":1,"isLast":false,"left":0,"stimuli":[2,2,1,1,1,1,2,4,1,1,1,1,2,1,4,1,3,1,1,2],"answers":["B","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","N"],"responses":["B","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","B"],"accuracy":"95.00000"}}
1494608562041,{"LABEL_STATE":"start break"}
1494608562042,{"post request data":"{\"version\":1,\"time\":1494608562042,\"type\":\"BREAK_START\",\"id\":1001,\"label\":1001}"}
1494608562084,{"post request response":"{message:null}\n"}
1494608562125,{"post request response":"{message:null}\n"}
1494608592042,{"LABEL_STATE":"end break"}
1494608592043,{"post request data":"{\"version\":1,\"time\":1494608592043,\"type\":\"BREAK_END\",\"id\":1001,\"label\":1001}"}
1494608592044,{"LABEL_STATE":"2-back (Trial 2/20)"}
1494608592044,{"post request data":"{\"version\":1,\"time\":1494608592044,\"type\":\"TRAINING_START\",\"id\":1,\"label\":2}"}
1494608592088,{"post request response":"{message:null}\n"}
1494608592129,{"post request response":"{message:null}\n"}
1494608652060,{"LABEL_STATE":"end trial"}
